subset,class,spec,role,dungeon,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level
all,DeathKnight,Blood,Tank,Altar of Fangs,5887,5887,3879,138993,140533,175809,0.11,92.1,302.9
all,DeathKnight,Blood,Tank,Den of Nalorakk,4614,4614,3255,106922,107563,136373,0.12,91.6,302.7
all,DeathKnight,Blood,Tank,Kings' Rest,5218,5217,3673,89110,90388,111003,0.16,87.5,302.5
all,DeathKnight,Blood,Tank,Murder Row,6032,6032,3983,117509,118794,150948,0.17,87.3,302.8
all,DeathKnight,Blood,Tank,Ruby Life Pools,5266,5265,3827,130256,131366,167943,0.13,89.3,301.4
all,DeathKnight,Blood,Tank,Temple of Sethraliss,5333,5331,3673,119897,121443,150970,0.07,94.0,302.6
all,DeathKnight,Blood,Tank,The Blinding Vale,5061,5061,3563,130097,130991,164648,0.09,93.2,302.1
all,DeathKnight,Blood,Tank,Voidscar Arena,4902,4902,3531,112178,113120,144631,0.19,87.4,301.8
all,DeathKnight,Frost,DPS,Altar of Fangs,349,346,286,202903,209258,259155,0.42,69.6,299.3
all,DeathKnight,Frost,DPS,Den of Nalorakk,300,299,252,156026,159784,203079,0.4,72.0,298.5
all,DeathKnight,Frost,DPS,Kings' Rest,290,290,247,125709,131764,162562,0.42,72.8,298.1
all,DeathKnight,Frost,DPS,Murder Row,351,348,278,170323,177508,214852,0.44,70.7,298.7
all,DeathKnight,Frost,DPS,Ruby Life Pools,325,324,272,182523,189423,239009,0.33,75.7,297.6
all,DeathKnight,Frost,DPS,Temple of Sethraliss,351,351,282,178048,185462,226190,0.41,69.5,299.2
all,DeathKnight,Frost,DPS,The Blinding Vale,319,319,271,185631,191490,233955,0.49,68.7,298.7
all,DeathKnight,Frost,DPS,Voidscar Arena,377,375,318,164986,171767,220723,0.45,73.5,297.9
all,DeathKnight,Unholy,DPS,Altar of Fangs,1593,1570,1151,229938,235724,289149,0.3,76.1,300.5
all,DeathKnight,Unholy,DPS,Den of Nalorakk,1350,1335,1063,171111,172900,215618,0.39,71.8,299.5
all,DeathKnight,Unholy,DPS,Kings' Rest,1316,1297,1040,138740,143320,172738,0.41,71.3,299.5
all,DeathKnight,Unholy,DPS,Murder Row,1551,1533,1105,191681,196150,238983,0.46,68.0,300.3
all,DeathKnight,Unholy,DPS,Ruby Life Pools,1378,1359,1097,199506,203884,256488,0.31,76.7,298.9
all,DeathKnight,Unholy,DPS,Temple of Sethraliss,1516,1494,1118,200880,205264,251173,0.41,70.5,300.2
all,DeathKnight,Unholy,DPS,The Blinding Vale,1322,1302,1063,207028,209439,258398,0.45,69.6,299.1
all,DeathKnight,Unholy,DPS,Voidscar Arena,1603,1575,1246,189562,193160,238674,0.43,70.4,299.6
all,DemonHunter,Devourer,DPS,Altar of Fangs,1903,1877,1304,220677,225710,275568,0.64,59.0,301.3
all,DemonHunter,Devourer,DPS,Den of Nalorakk,1627,1612,1216,173057,177034,214401,0.77,52.1,300.7
all,DemonHunter,Devourer,DPS,Kings' Rest,1729,1709,1283,146563,151847,178693,0.77,51.4,300.4
all,DemonHunter,Devourer,DPS,Murder Row,2823,2772,1779,193589,198893,238235,0.64,58.3,301.6
all,DemonHunter,Devourer,DPS,Ruby Life Pools,1748,1725,1349,203054,207176,253191,0.5,63.7,299.4
all,DemonHunter,Devourer,DPS,Temple of Sethraliss,1843,1819,1326,199857,206806,244262,0.8,50.2,300.9
all,DemonHunter,Devourer,DPS,The Blinding Vale,1607,1585,1188,209913,215038,258123,0.86,48.9,300.4
all,DemonHunter,Devourer,DPS,Voidscar Arena,2103,2073,1455,192050,196404,239878,0.7,57.0,300.8
all,DemonHunter,Havoc,DPS,Altar of Fangs,544,542,452,198842,204794,255512,0.5,67.3,298.5
all,DemonHunter,Havoc,DPS,Den of Nalorakk,483,482,414,158844,166072,203906,0.55,62.5,298.2
all,DemonHunter,Havoc,DPS,Kings' Rest,573,570,486,128603,133245,164961,0.54,65.8,298.1
all,DemonHunter,Havoc,DPS,Murder Row,760,755,603,181990,187644,234516,0.55,63.6,299.3
all,DemonHunter,Havoc,DPS,Ruby Life Pools,575,568,483,180423,184775,235265,0.32,74.8,297.2
all,DemonHunter,Havoc,DPS,Temple of Sethraliss,709,702,556,187877,195064,236705,0.5,63.0,299.3
all,DemonHunter,Havoc,DPS,The Blinding Vale,507,505,410,188771,195236,237358,0.62,59.0,298.4
all,DemonHunter,Havoc,DPS,Voidscar Arena,642,638,534,169527,176776,217631,0.46,70.6,297.9
all,DemonHunter,Vengeance,Tank,Altar of Fangs,750,750,551,122518,123931,159176,0.09,93.1,300.0
all,DemonHunter,Vengeance,Tank,Den of Nalorakk,667,667,515,95360,94848,126564,0.14,91.3,298.9
all,DemonHunter,Vengeance,Tank,Kings' Rest,688,688,550,81104,81204,105323,0.12,92.3,298.7
all,DemonHunter,Vengeance,Tank,Murder Row,1291,1291,854,108613,109211,139324,0.15,89.4,301.2
all,DemonHunter,Vengeance,Tank,Ruby Life Pools,660,660,558,108354,110341,147927,0.21,86.2,296.9
all,DemonHunter,Vengeance,Tank,Temple of Sethraliss,650,650,507,107979,108608,141860,0.1,91.7,299.4
all,DemonHunter,Vengeance,Tank,The Blinding Vale,570,570,470,112416,114295,147011,0.07,94.9,298.4
all,DemonHunter,Vengeance,Tank,Voidscar Arena,883,883,668,104985,106563,141560,0.23,86.1,299.2
all,Druid,Balance,DPS,Altar of Fangs,1869,1860,1345,210829,218139,265978,0.52,64.6,300.6
all,Druid,Balance,DPS,Den of Nalorakk,1676,1663,1261,165561,168596,211417,0.55,64.9,300.1
all,Druid,Balance,DPS,Kings' Rest,1544,1531,1220,137107,141978,169346,0.54,63.3,299.8
all,Druid,Balance,DPS,Murder Row,2100,2083,1484,186844,193785,235532,0.44,70.4,300.6
all,Druid,Balance,DPS,Ruby Life Pools,1429,1420,1185,176877,181994,225894,0.58,63.1,298.1
all,Druid,Balance,DPS,Temple of Sethraliss,1631,1617,1232,181575,185270,226941,0.74,55.4,300.2
all,Druid,Balance,DPS,The Blinding Vale,1502,1492,1180,191271,194924,240585,0.73,60.1,299.5
all,Druid,Balance,DPS,Voidscar Arena,1692,1680,1318,179758,185796,231927,0.74,57.1,299.5
all,Druid,Feral,DPS,Altar of Fangs,478,477,342,234588,242356,294110,0.47,65.7,300.2
all,Druid,Feral,DPS,Den of Nalorakk,451,448,325,176340,179075,222939,0.49,64.5,299.9
all,Druid,Feral,DPS,Kings' Rest,417,415,305,137826,142448,170819,0.6,60.4,299.3
all,Druid,Feral,DPS,Murder Row,453,452,337,185622,192338,240996,0.67,60.9,299.6
all,Druid,Feral,DPS,Ruby Life Pools,420,419,317,198050,204570,260954,0.51,64.5,298.5
all,Druid,Feral,DPS,Temple of Sethraliss,450,448,318,193384,199956,245559,0.72,55.3,299.3
all,Druid,Feral,DPS,The Blinding Vale,427,427,304,207635,215041,267797,0.78,51.8,299.3
all,Druid,Feral,DPS,Voidscar Arena,426,425,317,187805,190878,248228,0.7,56.1,299.7
all,Druid,Guardian,Tank,Altar of Fangs,1288,1288,914,114278,114842,147949,0.13,90.6,300.4
all,Druid,Guardian,Tank,Den of Nalorakk,1179,1179,899,87907,87126,115164,0.11,91.1,299.5
all,Druid,Guardian,Tank,Kings' Rest,1196,1196,916,72850,73765,93660,0.14,88.2,299.5
all,Druid,Guardian,Tank,Murder Row,1600,1600,1129,97814,98564,130941,0.21,84.4,300.1
all,Druid,Guardian,Tank,Ruby Life Pools,1109,1109,903,99036,99145,133712,0.16,87.0,298.3
all,Druid,Guardian,Tank,Temple of Sethraliss,1067,1067,841,97847,98814,127023,0.19,84.1,299.6
all,Druid,Guardian,Tank,The Blinding Vale,996,996,796,103808,104150,137015,0.11,91.6,299.1
all,Druid,Guardian,Tank,Voidscar Arena,1357,1357,1030,94710,94988,126221,0.17,86.4,299.2
all,Druid,Restoration,Healer,Altar of Fangs,510,510,424,15358,10746,26778,0.57,62.4,297.1
all,Druid,Restoration,Healer,Den of Nalorakk,470,470,391,14278,11048,24528,0.54,63.6,296.1
all,Druid,Restoration,Healer,Kings' Rest,463,463,401,13314,11531,23817,0.71,58.3,295.3
all,Druid,Restoration,Healer,Murder Row,775,775,611,15544,10984,29146,0.39,72.4,297.7
all,Druid,Restoration,Healer,Ruby Life Pools,464,464,416,13991,10644,27448,0.48,68.1,294.6
all,Druid,Restoration,Healer,Temple of Sethraliss,562,562,456,13571,10196,25449,0.65,57.1,297.5
all,Druid,Restoration,Healer,The Blinding Vale,454,454,402,14622,11246,26553,0.57,63.0,295.7
all,Druid,Restoration,Healer,Voidscar Arena,608,608,511,14813,11420,27711,0.57,62.2,296.7
all,Evoker,Augmentation,DPS,Altar of Fangs,121,121,101,176019,182542,229183,0.45,70.2,298.2
all,Evoker,Augmentation,DPS,Den of Nalorakk,132,132,116,133032,136336,171386,0.57,68.9,295.8
all,Evoker,Augmentation,DPS,Kings' Rest,137,137,123,113502,119300,140396,0.31,81.0,295.0
all,Evoker,Augmentation,DPS,Murder Row,159,159,125,155355,161242,199840,0.25,84.3,297.2
all,Evoker,Augmentation,DPS,Ruby Life Pools,141,141,122,157744,162453,205557,0.4,70.2,296.1
all,Evoker,Augmentation,DPS,Temple of Sethraliss,156,156,131,149018,151594,189139,0.49,72.4,298.1
all,Evoker,Augmentation,DPS,The Blinding Vale,130,130,117,160335,165650,213818,0.44,75.4,295.1
all,Evoker,Augmentation,DPS,Voidscar Arena,146,146,127,147900,153632,194197,0.68,67.1,297.1
all,Evoker,Devastation,DPS,Altar of Fangs,697,683,497,225400,228080,282252,0.63,59.3,299.8
all,Evoker,Devastation,DPS,Den of Nalorakk,538,535,432,168456,171328,209385,0.66,61.7,298.9
all,Evoker,Devastation,DPS,Kings' Rest,591,581,455,148287,152190,180902,0.59,64.0,299.6
all,Evoker,Devastation,DPS,Murder Row,752,738,534,192202,199201,234061,0.49,67.4,300.3
all,Evoker,Devastation,DPS,Ruby Life Pools,589,582,482,198244,202319,251054,0.62,62.5,298.1
all,Evoker,Devastation,DPS,Temple of Sethraliss,821,792,540,201081,206550,245803,0.65,59.0,300.7
all,Evoker,Devastation,DPS,The Blinding Vale,561,552,431,208795,211842,254593,0.68,59.4,299.0
all,Evoker,Devastation,DPS,Voidscar Arena,751,739,565,187722,190215,236577,0.76,56.6,299.5
all,Evoker,Preservation,Healer,Altar of Fangs,765,765,550,45877,44541,67752,0.67,59.9,299.9
all,Evoker,Preservation,Healer,Den of Nalorakk,615,615,491,36663,34656,56497,0.77,52.0,298.9
all,Evoker,Preservation,Healer,Kings' Rest,675,675,532,35217,33739,53177,0.7,58.1,298.9
all,Evoker,Preservation,Healer,Murder Row,966,966,674,39679,38582,58463,0.51,67.7,300.2
all,Evoker,Preservation,Healer,Ruby Life Pools,661,661,550,40844,38889,63023,0.69,59.2,297.9
all,Evoker,Preservation,Healer,Temple of Sethraliss,724,724,497,39931,38484,59899,0.77,52.3,301.0
all,Evoker,Preservation,Healer,The Blinding Vale,598,598,469,42165,41302,62785,0.8,54.2,298.9
all,Evoker,Preservation,Healer,Voidscar Arena,709,709,557,39230,37884,58838,0.83,57.3,299.7
all,Hunter,BeastMastery,DPS,Altar of Fangs,1393,1369,1189,189604,191438,243362,0.56,64.5,298.9
all,Hunter,BeastMastery,DPS,Den of Nalorakk,1326,1304,1155,149299,150928,189488,0.52,65.5,298.6
all,Hunter,BeastMastery,DPS,Kings' Rest,1826,1779,1534,131923,136062,164782,0.51,64.3,298.5
all,Hunter,BeastMastery,DPS,Murder Row,1659,1623,1363,162277,166967,209125,0.36,77.0,299.4
all,Hunter,BeastMastery,DPS,Ruby Life Pools,1589,1558,1432,168595,168825,221112,0.46,70.2,296.8
all,Hunter,BeastMastery,DPS,Temple of Sethraliss,1785,1728,1437,177172,183301,226788,0.56,63.3,299.9
all,Hunter,BeastMastery,DPS,The Blinding Vale,1496,1469,1310,181885,185238,231625,0.55,66.9,298.1
all,Hunter,BeastMastery,DPS,Voidscar Arena,1744,1702,1472,162943,167005,210017,0.86,50.6,298.2
all,Hunter,Marksmanship,DPS,Altar of Fangs,715,704,531,214515,218604,268719,0.58,63.6,301.3
all,Hunter,Marksmanship,DPS,Den of Nalorakk,685,675,538,161859,165078,204882,0.5,64.7,300.0
all,Hunter,Marksmanship,DPS,Kings' Rest,785,767,601,141563,146092,173568,0.5,65.1,301.0
all,Hunter,Marksmanship,DPS,Murder Row,1296,1268,860,194136,200801,239278,0.38,72.6,302.3
all,Hunter,Marksmanship,DPS,Ruby Life Pools,769,758,619,191536,196875,243780,0.5,65.5,299.8
all,Hunter,Marksmanship,DPS,Temple of Sethraliss,1057,1041,711,194136,198970,235393,0.55,63.5,302.4
all,Hunter,Marksmanship,DPS,The Blinding Vale,687,680,551,197434,201908,244044,0.61,62.4,300.0
all,Hunter,Marksmanship,DPS,Voidscar Arena,807,800,631,180036,186424,225628,0.66,61.1,300.7
all,Hunter,Survival,DPS,Altar of Fangs,170,169,145,175879,175980,223383,0.51,67.6,298.1
all,Hunter,Survival,DPS,Den of Nalorakk,158,158,136,140151,138154,188761,0.49,65.8,297.7
all,Hunter,Survival,DPS,Kings' Rest,181,181,146,124807,127655,161496,0.62,63.0,298.1
all,Hunter,Survival,DPS,Murder Row,225,223,170,157268,163806,210285,0.43,72.4,299.0
all,Hunter,Survival,DPS,Ruby Life Pools,180,179,165,165794,163880,216351,0.47,71.7,297.6
all,Hunter,Survival,DPS,Temple of Sethraliss,201,198,167,168334,171404,223002,0.66,57.7,298.9
all,Hunter,Survival,DPS,The Blinding Vale,191,190,163,172146,174369,223686,0.55,62.8,297.2
all,Hunter,Survival,DPS,Voidscar Arena,194,193,168,153733,150265,202160,0.62,64.9,298.3
all,Mage,Arcane,DPS,Altar of Fangs,5431,5267,3740,231290,238878,288194,0.54,63.7,302.7
all,Mage,Arcane,DPS,Den of Nalorakk,5211,4994,3695,185694,190647,231184,0.53,64.1,302.1
all,Mage,Arcane,DPS,Kings' Rest,5592,5320,3950,159623,165277,198685,0.52,63.0,302.2
all,Mage,Arcane,DPS,Murder Row,8653,8092,5332,206433,213152,257013,0.44,69.1,302.9
all,Mage,Arcane,DPS,Ruby Life Pools,5166,4988,3918,210620,216334,270864,0.46,67.5,300.6
all,Mage,Arcane,DPS,Temple of Sethraliss,5117,4945,3655,204486,211385,255663,0.69,55.0,302.2
all,Mage,Arcane,DPS,The Blinding Vale,5011,4834,3708,221914,228314,275898,0.64,58.6,301.6
all,Mage,Arcane,DPS,Voidscar Arena,5531,5332,4015,197382,204569,251252,0.66,58.7,301.6
all,Mage,Fire,DPS,Altar of Fangs,111,111,85,217230,225702,277781,0.42,74.8,298.0
all,Mage,Fire,DPS,Den of Nalorakk,76,76,57,181015,186199,225692,0.3,76.3,297.4
all,Mage,Fire,DPS,Kings' Rest,79,79,66,135731,147870,173460,0.22,82.3,296.0
all,Mage,Fire,DPS,Murder Row,110,110,91,176278,189886,242144,0.25,82.7,296.9
all,Mage,Fire,DPS,Ruby Life Pools,88,88,82,174292,176962,236235,0.33,78.4,294.6
all,Mage,Fire,DPS,Temple of Sethraliss,69,69,59,179048,184318,239533,0.42,75.4,296.9
all,Mage,Fire,DPS,The Blinding Vale,78,78,66,186350,197596,240040,0.6,73.1,295.6
all,Mage,Fire,DPS,Voidscar Arena,98,98,89,174856,188662,237602,0.45,72.4,295.7
all,Mage,Frost,DPS,Altar of Fangs,146,143,138,147857,143273,206584,0.55,68.5,294.5
all,Mage,Frost,DPS,Den of Nalorakk,132,131,128,124271,122128,168322,0.54,67.4,294.3
all,Mage,Frost,DPS,Kings' Rest,213,213,203,113689,113884,153113,0.67,59.2,294.3
all,Mage,Frost,DPS,Murder Row,207,206,197,136236,129611,188805,0.41,74.4,295.8
all,Mage,Frost,DPS,Ruby Life Pools,263,262,244,145570,142361,200366,0.29,78.7,293.9
all,Mage,Frost,DPS,Temple of Sethraliss,172,172,159,140242,140242,191183,0.73,56.4,295.1
all,Mage,Frost,DPS,The Blinding Vale,169,167,160,153437,149468,204880,0.56,65.7,294.6
all,Mage,Frost,DPS,Voidscar Arena,229,228,215,133410,129744,188823,0.63,59.4,295.1
all,Monk,Brewmaster,Tank,Altar of Fangs,470,470,343,106735,110265,137188,0.33,77.2,298.9
all,Monk,Brewmaster,Tank,Den of Nalorakk,583,583,435,88746,88767,115117,0.18,87.1,299.2
all,Monk,Brewmaster,Tank,Kings' Rest,657,657,476,78497,80567,100080,0.25,82.2,298.7
all,Monk,Brewmaster,Tank,Murder Row,816,816,567,94366,95882,123365,0.22,83.5,299.0
all,Monk,Brewmaster,Tank,Ruby Life Pools,519,519,416,99749,99844,130503,0.29,79.2,297.9
all,Monk,Brewmaster,Tank,Temple of Sethraliss,583,583,440,96336,97557,125670,0.19,85.8,298.9
all,Monk,Brewmaster,Tank,The Blinding Vale,556,556,411,104118,106531,134720,0.19,87.9,298.6
all,Monk,Brewmaster,Tank,Voidscar Arena,705,705,516,93715,95071,120883,0.33,77.2,299.4
all,Monk,Mistweaver,Healer,Altar of Fangs,1152,1152,872,48723,49583,62012,0.4,71.4,298.6
all,Monk,Mistweaver,Healer,Den of Nalorakk,1030,1030,806,39914,40390,52167,0.41,71.5,298.1
all,Monk,Mistweaver,Healer,Kings' Rest,1059,1059,835,34911,35827,45561,0.42,70.7,298.0
all,Monk,Mistweaver,Healer,Murder Row,1251,1251,969,41521,42288,53600,0.38,73.1,298.6
all,Monk,Mistweaver,Healer,Ruby Life Pools,973,973,818,44328,45314,58876,0.43,69.8,296.6
all,Monk,Mistweaver,Healer,Temple of Sethraliss,763,763,606,41962,42573,54870,0.53,65.3,298.0
all,Monk,Mistweaver,Healer,The Blinding Vale,888,888,720,45644,46689,58264,0.46,68.4,297.3
all,Monk,Mistweaver,Healer,Voidscar Arena,1136,1136,895,41738,42424,54034,0.4,71.0,297.8
all,Monk,Windwalker,DPS,Altar of Fangs,958,953,721,208155,212364,273585,0.62,59.4,301.1
all,Monk,Windwalker,DPS,Den of Nalorakk,919,913,720,164318,166048,213516,0.54,63.1,300.8
all,Monk,Windwalker,DPS,Kings' Rest,902,898,705,136244,137947,177994,0.57,64.9,300.0
all,Monk,Windwalker,DPS,Murder Row,1016,1012,743,181941,183679,242620,0.53,65.1,301.6
all,Monk,Windwalker,DPS,Ruby Life Pools,814,809,691,181990,184510,245619,0.67,58.6,298.7
all,Monk,Windwalker,DPS,Temple of Sethraliss,893,887,682,186652,190580,245182,0.65,57.8,300.7
all,Monk,Windwalker,DPS,The Blinding Vale,889,888,681,193036,196199,254621,0.6,60.9,300.7
all,Monk,Windwalker,DPS,Voidscar Arena,951,946,759,174040,177915,229029,0.68,61.1,300.2
all,Paladin,Holy,Healer,Altar of Fangs,3612,3611,2627,29582,24812,55151,0.48,66.6,300.7
all,Paladin,Holy,Healer,Den of Nalorakk,3094,3094,2330,25767,22264,46620,0.5,65.1,300.0
all,Paladin,Holy,Healer,Kings' Rest,3405,3403,2484,24753,21610,45045,0.41,70.1,300.2
all,Paladin,Holy,Healer,Murder Row,4119,4119,2976,25608,21211,48795,0.42,70.8,300.3
all,Paladin,Holy,Healer,Ruby Life Pools,3258,3257,2545,25571,22016,45988,0.55,63.7,299.0
all,Paladin,Holy,Healer,Temple of Sethraliss,3874,3873,2864,23107,19766,42689,0.64,57.4,300.2
all,Paladin,Holy,Healer,The Blinding Vale,3365,3365,2573,25274,21492,46655,0.5,65.3,299.8
all,Paladin,Holy,Healer,Voidscar Arena,3372,3371,2581,23594,20232,42639,0.51,66.3,299.3
all,Paladin,Protection,Tank,Altar of Fangs,2466,2466,1780,113189,114686,143918,0.15,88.8,299.8
all,Paladin,Protection,Tank,Den of Nalorakk,2030,2030,1557,88163,89865,111281,0.14,89.0,299.0
all,Paladin,Protection,Tank,Kings' Rest,1882,1882,1496,73744,75833,93173,0.2,85.5,298.6
all,Paladin,Protection,Tank,Murder Row,2614,2614,1930,95222,97056,122638,0.17,87.3,298.9
all,Paladin,Protection,Tank,Ruby Life Pools,2109,2109,1708,101322,102920,131612,0.24,81.7,297.5
all,Paladin,Protection,Tank,Temple of Sethraliss,2149,2149,1590,99733,101547,125955,0.14,88.1,299.3
all,Paladin,Protection,Tank,The Blinding Vale,2077,2077,1632,104810,106797,132650,0.12,90.6,298.6
all,Paladin,Protection,Tank,Voidscar Arena,2363,2363,1817,93703,95063,121046,0.21,84.5,298.5
all,Paladin,Retribution,DPS,Altar of Fangs,2121,2080,1644,217809,225809,279439,0.51,64.6,300.9
all,Paladin,Retribution,DPS,Den of Nalorakk,1839,1804,1483,167722,172642,216820,0.5,65.2,300.0
all,Paladin,Retribution,DPS,Kings' Rest,1979,1945,1602,139940,144024,179502,0.44,69.2,300.0
all,Paladin,Retribution,DPS,Murder Row,2097,2062,1657,181361,188586,234483,0.5,66.0,300.3
all,Paladin,Retribution,DPS,Ruby Life Pools,2226,2165,1867,189213,194824,250003,0.47,67.9,298.7
all,Paladin,Retribution,DPS,Temple of Sethraliss,1805,1768,1450,184896,191811,236111,0.68,57.3,300.0
all,Paladin,Retribution,DPS,The Blinding Vale,2089,2043,1674,197898,203506,252933,0.61,61.7,300.2
all,Paladin,Retribution,DPS,Voidscar Arena,2052,2000,1669,177694,183359,233426,0.54,64.6,299.6
all,Priest,Discipline,Healer,Altar of Fangs,688,688,558,20357,18037,33988,0.5,68.8,297.5
all,Priest,Discipline,Healer,Den of Nalorakk,587,587,482,17406,15940,24738,0.64,62.4,296.9
all,Priest,Discipline,Healer,Kings' Rest,661,661,562,17614,16202,27243,0.54,63.5,296.9
all,Priest,Discipline,Healer,Murder Row,915,915,715,19100,17369,30188,0.35,76.3,297.9
